"총부채상환비율(DTI), 담보인정비율(LTV)","총부채상환비율(DTI, (debt to income)이란, 담보대출을 받을 경우 채무자가 얼마나 잘 상환할 수 있는가를 소득에 기반하여 대출한도를 정하는 제도다. 담보인정비율(LTV, loan to value)이란, 주택을 담보로 돈을 빌릴 때 인정되는 자산가치의 비율을 뜻한다. 예를 들면 담보인정비율이 70%이고 2억 가치의 주택을 담보로 대출을 할 시 최대 1억 4천만 원까지 대출이 가능하다는 것이다. [참고자료][아시아투데이] [궁금해요 부동산]가계부채 뉴스 단골 메뉴 DTI·LTV란?"
필터 버블,"관련기사목록             [한겨레]“SNS는 민주주의에 약일까, 독일까?”             [주간경향]당신의 생각을 누가 조종한다면                           안녕하세요, 여러분의 지식코멘터 조수연입니다.  페이스북과 같은 SNS나 구글검색을 이용할 때 이용자의 취향에 맞추어 광고와 검색결과를 보여준다는 소식을 들어본 적 있으시죠? 검색은 날이 갈수록 세분화되어서, 이용자의 검색기록, 방문페이지, 거주지, 심지어는 친구와 주고받은 문자메세지 기록까지 다각적으로 분석하여 그가 볼 수 있는 광고나 웹페이지를 조종하는 수준에까지 이르렀습니다. 성형수술을 생각하고 있는 서울 거주민 20대 여성에게는 방문하는 웹페이지마다 압구정동에 있는 성형외과의 광고가 뜨는 식인데요,  정말 똑똑한 기술이지요!  이러한 맞춤형 개인화 포털서비스는 애써 노력하지 않아도, 필요한 정보와 관심있는 주제만을 쏙쏙 골라서 볼 수 있으니 많은 이들이 이에 만족하고 있을 것입니다. 하지만, 편리하기만 한 것같은 개인화필터링 서비스가 오히려 내 눈을 가리고 있다는 생각은 안해보셨나요? 앨리프레이저의 <생각조종자들>에서는 포털사이트들이 너도 나도 개인화 서비스 도입을 추진하고 있는 현재, 서비스의 폐해를 꼬집으며 ‘필터버블’(Filter bubble)'이라는 용어를 사용했습니다.  ‘필터버블’(Filter bubble)이라는 용어는 인터넷 사용자 개인이 포털을 이용하는 경향을 분석하여 ‘이러한 정보를  좋아할 것이다’ 라는 가설을 주체적으로 세우고 ‘이 정보에는 관심이 없을 것이다’ 라고 판단하여 멋대로  필터링하여 보여준다는 의미에서 등장했습니다. 맞춤형 개인화 포털서비스가 점점 더 세분화되어가고, 확대될수록 정보의 바다에서 이용자가 볼 수 있는 검색결과의 폭은 더욱 좁아질 수 밖에 없겠죠.  사용자가 자신의 취향대로만 인터넷 서핑을 하다보면, 그의 생각과 대립하는 입장을 살필 수 없기 때문에 무의식중에 편협한 사고를 하게 될 가능성이 높을 것입니다. 또, 대중들이 좋아하는 단순 오락성 정보만이 넘칠 수 있으며, 정보 제공자 입장에서는 새로운 지식을 이용자들에게 퍼트리기가 더욱 힘들겠지요. 이런 의미에서 ‘필터버블’ 은 지금까지 포털사이트가 조종하는 대로만 보아왔던 것은 아닌지 생각해보고, 또 서비스를 무비판적으로 사용해왔다면 지금까지의 내가 ‘우물 안 개구리’는 아니었는지 되돌아 볼 기회를 주었네요."
이다이이루,이다이이루(一帶 一路)란 시진핑 중국 주석이 2013년 9월 중앙아시아를 향해 내 놓은 ‘실크로드경제벨트’(이다이一帶) 구상과 10월 동남/서남아시아 국가들을 겨냥한 ‘21세기 해양실크로드’(이루一路) 구상을 통합해서 이르는 말이다. 옛 실크로드처럼 교역을 확대하고 서로 길을 연결해 함께 성장하는 운명공동체가 되자는 게 중국측의 입장이다. 이다이이루의 목표는 당나라의 육상 무역로와 명나라의 해상 무역로를 재현해 ‘중화 민족의 위대한 부흥’이란 중국의 이상을 실현하는 것이다. 특히 현재 중국은 석유와 천연가스 등 에너지 자원의 안정적 확보가 무엇보다 중요해진 상황이다. 이다이이루는 중국산 제품의 수출보다는 오히려 자원을 들여오기 위한 통로의 역할이 크다. 중국은 나아가서 이를 통해 미국의 봉쇄도 해체하겠다는 야심을 품고 있다. 중국이 아시아인프라투자은행(AIIB) 설립에 미국 주도의 아시아개발은행(ADB)에 맞서서 공들이고 있는 이유도 결국은 아시아 국가들을 중국의 편으로 끌어 들여 미국의 봉쇄를 막으려는 데에 있다. ﻿ 참고자료 [한국일보]'대유럽 수출입 관문' 춘탄항… 세계 물류 대동맥 야심 키운다﻿
MIST,"관련기사목록             [이데일리] 이머징 지각변동..브릭스 지고 MIST 뜬다             [매일경제] 올해부터 MIST 시대…펀드수익률 BRICS 투자보다 8배 높아                           안녕하세요, 여러분의 지식코멘터 이태호입니다.  여러분은 브릭스(BRICs)라는 신흥 경제 4개국을 들어보셨을 것입니다. 4개국인 브라질(Brazil), 러시아(Russia), 인도(India), 중국(China)의 앞글자를 따고 복수의 개념인 s를 붙여서 경제성장 속도가 빠르고 발전가능성이 높다고 보고 하나로 묶은 개념입니다. 그리고 최근에는 남아프리카 공화국까지 포함되어”BRICS”라는 말이 되었습니다. 세계각국에서 브릭스국가들의 주식, 채권에 투자하고 우리나라에서도 “브릭스 펀드”가 유행을 했었습니다. 하지만 최근 브릭스국가들의 경제성장이 둔화되어 주식시장이 약세를 이어가고 있습니다.  최근에 뉴욕타임즈에서“미스트(MIST)”가 뜨고 있다고 보도했습니다. BRICs라는 용어를 만든 골드만삭스 자산 운용 회장이 신흥유망국가 4개국을 가리키는 “MIST”라는 용어를 만들었습니다. MIST는 멕시코(Mexico), 인도네시아(Indonesia), 한국(South Korea), 터키(Turkey)의  앞글자를 합친 용어입니다.  세계시장은 지금 MIST를 새로운 투자처로 주목하고 있습니다. MIST국가들이 포함된 골드만삭스넥스트일레븐 (N-11) 에쿼티 펀드의 성장률이 브릭스 펀드의 수익보다 크게 앞서면서 계속 자금이 유입되고 있다고 합니다. 2012년 터키와 멕시코, 인도네시아 증시가 급등하고 있는 반면, 한국은 코스피가 상대적으로 오름폭이 크지 않았지만 MIST 국가들이 지난 10년동안 2배의 경제성장을 한 것을 보고 투자자들의 관심은 끊이지 않고 있습니다.  재테크를 하실 때 펀드를 활용하신다면 MIST를 주목해 보는 것은 어떨까요? 여러분의 지식코멘터 이태호였습니다. 즐거운하루되세요. ^^"
커스트 오너,"커스트 오너는 고객(Customer)과 주인(Owner)의 합성어로, 제품을 소비하는 것을 넘어 자신이 구매하는 브랜드에 자금을 지원하고 투자하거나 감정적인 지지를 아끼지 않는 방식으로 좋아하는 브랜드를 적극적으로 소유하려는 소비자를 뜻한다  참고자료[한경 비즈니스] [비즈니스 포커스] 2013년 이끌 10가지 주요 소비자 트렌드, 크라우딩 펀딩 ‘ 대세’…신흥시장 더 커져​"
프록시(proxy),"프록시(proxy)란 컴퓨터 네트워크에서 다른 서버로 지원 요청을 하는 중계 서버다. 대개의 경우 프록시는 웹 프록시를 말한다. 여럿이 동시에 웹서핑을 할 경우 인터넷 속도가 느려지는데, 이는 대역폭이 좁은 회선을 나누어 쓰기 때문이다. 이를 해결하기 위한 방안이 바로 고속 데이터 통신이 가능한 건물 내부에 캐시를 두는 방법인데, 그 캐시 역할을 바로 프록시 서버가 한다.  ​참고자료[디지털타임스][용어 아하!]프록시"
넛크래커,"넛크래커란 호두를 양쪽으로 눌러 까는 기계를 뜻하는 말로, 1997년 외환위기 당시 ＜매일경제＞가 한국 경제의 재도약을 위해 부즈앨런 & 해밀턴과 함께 내놓은 한국 보고서에서 처음 사용된 용어다. 이 보고서 속의 '한국은 비용의 중국과 효율의 일본의 협공을 받아 마치 넛크래커 속에 끼인 호두처럼 되었다.'라는 말에서 유래되었다. 즉, 한국이 일본에 비해서는 품질과 기술력이 떨어지고, 중국에 비해서는 가격경쟁력에서 밀리는 상황을 나타낸 것이다. 그러나 이후 한국은 정보기술(IT) 분야에서 급속한 발전을 이루며 금융 위기를 극복해내었고 경제 대국으로 일어섰다. 일부에서는 이를 가리켜 '가격은 일본보다 낮고, 기술은 중국보다 앞섰다'고 하여 역 넛크래커 현상으로 부르기도 한다. ﻿ 참고자료 [머니투데이] '新넛크래커?' 한국 고유의 '혼'으로 넘는다﻿"
웨이퍼(wafer),"웨이퍼란 IC나 트랜지스터를 만들기 위해 사용하는 실리콘 등 반도체의 얇은 판, 실리콘 기판이라고도 한다. 또한 실리콘 웨이퍼상에 형성된 칩도 웨이퍼라고 한다. 참고자료[이투데이] 반도체 호황에 2분기 웨이퍼 출하량 사상 최대 기록"
집단지성,"관련기사목록             [헤럴드경제]소통 통한 집단지성으로 위기 정면돌파             [한국일보]SNS서 구축된 집단지성 읽으면 세상이 보여요                           안녕하세요. 여러분의 귀염둥이 지식코멘터송현섭 입니다.  오늘은 다소 논쟁이 있을 수 있는 질문으로 지식플러스를 시작할까 합니다.여러분은 ‘한 명의 천재’와 ‘다수의 대중’ 중에누가 더 현명할 거라고 생각하십니까? 이 질문에 다수의 대중이라고 당당히 말하는 근거가 바로 오늘 소개해드릴 지식입니다.  집단지성은 다수의 사람들이 서로 협동하면서 성과를 이루어내는 것을 의미합니다.기존의 방식이 어떠한 문제를 해결할 때 전문가들로 구성된 소수가 참여한다면, 집단지성은 사회구성원 누구라도 본인이 원한다면 참여할 수 있습니다. 참여의 제한이 없다는 특성 때문에 실제로 다수의 대중이 집단지성에 활발하게 참여하고 있습니다. 그리고 이는 집단지성이 요구하는 ‘다수의 협동’을 충족시켜, 꽤 훌륭한 성과를 이뤄내고 있습니다.  우리 주변에서도 집단지성을 쉽게 찾아볼 수 있습니다. 집단지성의 가장 대표적 사례는 ‘위키피디아’입니다. ‘위키피디아’는 다수의 사용자가 스스로 지식을 올리고 스스로 지식을 수정한다는 점에서 대표적인 집단지성이라고 할 수 있습니다. 이와 비슷하게우리나라에서는 ‘네이버 지식in’ 서비스가 한국형 집단지성이라고 말할 수 있습니다. 또한 소셜커머스 서비스도 집단지성으로 볼 수 있습니다. 소셜커머스 서비스는 그 제품을 홍보함에 있어서 소수의 홍보담당자가 아니라 SNS를 이용하는 다수의 대중에 의해 구매가 촉진되기 때문에 집단지성이라고 할 수 있습니다.  하지만 집단지성에도 한계점은 있습니다. 전문가가 아닌 대중의 참여로 이루어지기 때문에 고도의 전문성이  요구되는 분야에서는 그 효과가 미미합니다.또한 ‘다수의 대중’이라는 전제가 성립해야 성과를 이뤄낼 수 있기 때문에, 대중들의 참여가 미흡하다면 역시 그 효과가 미미할 수 있습니다. 마지막으로 정치, 종교 등 절대적인  지식이 없는 분야에서는 집단지성을 활용하기가 어렵습니다.  이러한 한계점에도 불구하고 개방과 공유의 시대에 살고 있는 우리에게 집단지성은 그래도 필수적이라고 할 수 있습니다. 여러분들도 집단지성을 이용만 하시지 말고, 오늘은 본인만이 알고 있는 지식으로 집단지성에 참여해보는 것도 좋을 것 같습니다.  *다수의 캠리와열운이 참여하는 영삼성도 새로운 형태의 집단지성이겠죠!*"
V커머스(V-commerce),"V커머스란, 영상콘텐츠(Video)를 통해 소비자들의 구매욕구를 촉진시키는 새로운 판매 방식을 뜻하는 신조어이다. 무선통신 기술이 발달하고 모바일 콘텐츠가 활성화되면서 사용자들이 선호하는 콘텐츠는 텍스트에서 이미지로, 이미지에서 영상으로 전환되었는데, 이러한 변화 속에서 짧은 영상을 통해 SNS상에서 빠르게 전파시키는 방식으로 높은 효과를 얻고 있다. 참고자료[이코노미스트] [유통업계에 부는 V커머스 열풍(Video+Commerce)] 120초 영상으로 10~30대 사로잡는다"
숨비소리,​숨비소리는 해녀들이 물질을 마치고 물 밖으로 올라와 가쁘게 내쉬는 숨소리를 말한다. 국내에선 '제주해녀문화'의 상징으로 꼽힌다. 최근 에티오피아 아디스아바바에서 열린 유네스코 제11차 무형유산위원회에서 '제주해녀문화'는 인류무형유산으로 지정되어 19번째 한국의 인류무형문화유산에 이름을 올리게 되었다. 참고자료​[이데일리] 인류무형유산 된 '숨비소리'…제주해녀 위상 높이다
코스메슈티컬(cosmeceutical),"코스메슈티컬은 화장품(cosmetics)과 의약품(pharmaceutical)이 결합된 용어다. 치료의 개념을 접목한 화장품으로, 화장품의 안정성과 의약품의 효과성을 모두 노리는 제품이다. 유의어로 더마코스메틱(dermacosmetic)이 있다. 참고자료[한경비즈니스]‘코스메슈티컬’이 주도하는 화장품 산업의 미래"
휘게(hygge),"​휘게(hygge)란 '아늑함', '편안함'을 뜻하는 덴마크어로, 좋은 사람들과 따뜻하게 보내는 시간에서 느끼는 감정을 표현한 단어다. 토마스 리만 주한 덴마크 대사는 ""작은 것에도 감사하고 만족하는 마음, 물질에 얽매이지 않고 단순하게 사는 기쁨, 이런 것들이 다 휘게에 포함된다""고 말했다. 휘게 열풍으로 꽃병, 향초, 코코아분말차 등 자기 만족형 물품이 작년에 비해 월등히 많이 판매되었다. 참고자료[조선비즈] [라이프] '휘게'를 아시나요? 덴마크식 라이프 '휘게' 열풍"
블루라이트(blue light),"블루라이트란, 380∼500나노미터 사이의 파장에 존재하는 파란색 계열의 빛으로 스마트기기의 디스플레이와 LED조명기기에서 많이 방출된다. 그러나 노출되면 눈의 피로는 물론 안구건조증을 유발하며 심한 경우 눈 속의 망막이나 수정체에 손상을 가져올 수있다. 참고자료[뉴스1] 삼성전자, 美 UHD 모니터 시장서 4분기 연속 1위"
O2O,"O2O는 온오프라인 연결 비즈니스 (Online to Offline business)의 약어로, 스마트폰, 인터넷 등 온라인에서 오프라인매장으로 고객을 이끌고 오는 마케팅 방법을 말한다.  ﻿ 소셜 미디어와 스마트폰의 일반화, 인터넷을 통한 지역 최적화 서비스 제공 기업의 증가와 NFC(Near Field Communication)단말기기 보급 등을 기반으로 하며 주로 오프라인 매장 또는 이벤트 장소의 실시간 현장과 고객을 소셜네트워크서비스(SNS)를 통해 연결하는 방법으로 프로모션을 진행한다.   ﻿참고자료 [한국일보]﻿ ""이젠O2O"" IT 공룡들 잰걸음"
특허괴물(Patent troll),"관련기사목록             [조선일보] LTE시장도 ‘특허괴물’ 비상             [아시아투데이] “몸집 불리는 특허괴물”                          안녕하세요. 여러분의 지식코멘터, 조수연입니다.:)  ‘괴물(트롤)’하면 무엇이 떠오르시나요? 영화 <해리포터>, <반지의 제왕>을 보신 분들은 거대한 몸집에 초록색 피부를 가진 무시무시한 생명체를 연상할 것입니다. 최근 인기영화인 <어벤져스>에 등장하는 ‘헐크’의 모습과도 유사한데요, 이런 괴물이 ‘특허’라는 단어와 함께 쓰여 ‘특허괴물’이라는 용어가 만들어졌습니다. ‘특허괴물’이라는 말을 처음 접했을 때 분명 어리둥절한 분들이 있으실 텐데요, ‘특허’란 중복 된 발명품이 없을 때의 특정 기술이나 상품에 대한 권리를 말하고, 여기서의 ‘괴물’은 여러분이 생각하는 ‘그 괴물’이 맞습니다. IT기업의 본래 목적은 누가 뭐래도 새로운 기술과 제품을 개발하고 시장주도권을 쥐어 이익을 창출하는 데에 있습니다. 하지만 일부 IT기업들이 의도적으로 특허분쟁을 만들어 특허권을 침해했다고 생각되는 기업에게  소송을  제기해 로열티를 챙기는 식으로 적자를 면하고 있다고 합니다. 이런 기업들을 가리켜  ‘특허관리전문회사’라고 부를 정도인데요, 최근 이동통신기술에서 4G LTE가 성행하면서 3G이동통신 뿐만 아니라 LTE시장까지 점령하고 있습니다.  ‘특허괴물’이 시장에서 판을 치면 특허권을 보유하고 이를 시장에 행사, 활용하는 것이 아니라 보유만 하면서 공정한 경쟁을 막는다는 문제를 부르는데요, 이들의 무차별적인 특허분쟁이 확대되면서 IT시장이 바람직한 ‘경쟁의 장’이 아닌 ‘소송의장’이 되고 있다는 비판도 나오고 있습니다. 즉, 특허분쟁은 더 이상 대기업들간의 시장주도권 싸움이 아닌 중소기업들의 ‘적자모면’ 도구라는 것이죠. 창의적인 아이디어와 혁신적인 기술이 이익을 창출하는 것이 아니라 합의금과 로열티가 수익이라니, 참 우스운 일이 아닐 수 없습니다. 국내 대표 IT대기업인 ‘삼성’과 ‘LG’는 미국 국제 특허관리 전문회사들은 2006년부터 2012년 6년간 1조5000억 원이라는 합의금을 지급했다고 합니다. 어마어마한 자본 손실이지요?  점점 심해지는 특허괴물들의 공세를 막기 위해 지식경제부와 금융위원회가 ‘특허방어펀드’를 설립했는데요, 2016 년까지 6000억원을 투입하여 특허기술을  사들여 특허권을 선점해 놓는 방식으로, 특허괴물들의 먹이감을 없앨 계획이라고 합니다. ‘특허괴물’ 이야말로 멸종되어야 할 ‘해충’과 같은 존재라고 할 수 있겠네요.   공정한 경쟁으로 가득한 IT시장이 만들어지길 기원합니다."
소시오패스(Sociopath),"관련기사목록             [한국일보] 소시오패스 아들을 둔 엄마… ""어디서부터 뭐가 잘못된 걸까""             [조선일보] 강력범, 대부분 소시오패스                         안녕하세요? 지식 코멘터 홍윤경입니다. ^^ 이번에 제가 들고 온 지식은 약간은 씁쓸하고 무서운 용어 ‘소시오패스(Sociopath)’입니다.소시오패스란 반사회적 인격장애의 일종으로, 자라면서 노출되는 사회 및 환경적 요인의 결핍으로 나타나는 성격장애를 뜻합니다.소시오패스인 사람들은 감정조절 능력이 탁월하며 평소에 사람들이 인지하지 못할 만큼 조용하고 착한 성격으로 느껴져실제로 우리 옆에 존재하는 소시오패스를 알아차리기는 매우 힘들다고 합니다.  여러분 모두 악랄한 범죄와 관련된 기사에서 흔히 ‘사이코패스(Psychopath)’라는 용어를 접해 보셨을 겁니다.소시오패스도 여러분이 알고 있는 이 사이코패스라는 용어와 매우 유사합니다. 사이코패스도 소시오패스와 마찬가지로 반사회적 인격장애의 일종입니다.다만 둘의 차이가 있다면 잘못의 인지 여부에 따라 나뉜다는 것인데요, 소시오패스는 자신의 잘못을 인지하지만죄책감을 느끼지 않는 것이고 사이코패스는 자신이 한 행동이 잘못된 것 조차 모르는 것을 말합니다. 놀라운 것은 우리가 흔히들 ‘사이코패스(Psychopath)’라고 알고 있는 수많은 범죄자들 중 대다수는 소시오패스에 속하고 아주 극소수만이 사이코패스라는 것입니다.많은 범죄자들이 이런 소시오패스에 속하지만 모든 소시오패스가 악명 높은 범죄자가 되는 것은 아닙니다. 우리가 살아가면서 만나는 사람들 중 25명의 1명은 소시오패스라고 합니다.이따금 만나는 성공을 위해 어떠한 비도덕적 행동도 양심의 가책을 느끼지 않고 행하는 사람들도 모두 소시오패스에 속한다고 합니다.결국 우리가 학창시절 만난 컨닝하는 친구들도 소시오패스의 일종이라는 것입니다.이는 다시 말해, 소시오패스는 무섭고 멀리 있는 범죄자들만을 가리키는 용어가 아닌 실제로 우리 옆에 존재하는 내 짝꿍도 소시오패스 일 수 있다는 것입니다. 성공에 대한 부담을 느끼고 살아가는 사회적 분위기가 점점 더 많은 소시오패스들을 양산할 수 있다는 생각이 듭니다.우리 모두 ‘소시오패스(Sociopath)’에 대한 공부를 통해 나도 성공을 위해 물불 안 가리는 사람이 되어가고 있지는 않은가 고민해보는 시간이 되었으면 좋겠습니다. 우리 모두가 성공해야 가치 있어지는 것이 아니라 존재 자체로 가치 있다고 생각하는 지식 코멘터 홍윤경이었습니다. ^^"
아트셰어링(Artsharing),"관련기사목록             [한국경제] 미술품도 나눠보고 함께보고 – 아트셰어링 급속 확산             [중앙일보] 문화 목말랐던 섬아이들 – 이쑤시개 작품 보더니 비닐로 짝꿍 얼굴 만들어                         안녕하세요, 지식코멘터 윤현아입니다.  여러분은 ‘나눔’ 혹은 ‘기부’란 단어를 자주 사용하나요? 실천하고 있나요? 요즘은 꼭 금전적인 나눔뿐 아니라 눈에 보이지 않는 것들도 나눌 수 있어 그 어느 때보다 나눔과 기부 문화가 더 가까워졌습니다. 가령 자신이 갖고 있는 재능을 통해 나눔을 하는 재능 기부, 시각장애인을 위해 책이나 영화를 읽어주는 목소리 기부와 같은 것이지요.  오늘 제가 소개할 단어도 이 나눔과 관련된 용어인데요, 바로 아트셰어링(Artsharing)입니다.아트셰어링(Artsharing)은 예술(Art)과 공유∙나눔(Sharing)이 결합한 신조어로 예술을 매개체로 하는 나눔과 교류가 목표인 문화사업을 뜻합니다.   재능기부의 일종인 이 아트셰어링(Artsharing)은 예술은 모두가 즐길 수 있는 것이라는 철학에서 시작하여 나눔에서 의의를 갖는 것이 아니라 모두가 예술을 접하면서 많은 이들의 예술적 감수성과 창조성을 배양하는데 그 의의를 갖습니다. 즉, 나눔과 예술적 발전이 공존하는 단어라고 할 수 있습니다.  이 아트셰어링(Artsharing)의 예로는 예술가 혹은 예술을 전공한 대학생들이 문화를 접하기 힘든 섬마을이나 저소득층 학생들을 대상으로 음악∙미술∙연극∙영화 및 다큐멘터리 제작 등을 함께 하는 것이 있으며, 그 외에도 마을 벽화를 주민들과 함께 그리는 것, 또는 유명한 화가들이 자신의 미술품을 기부하는 것 등이 해당됩니다.  우리는 ‘콩 한쪽도 나눠먹는다’란 속담을 가진 민족입니다. 앞으로 예술뿐만 아니라 더 많은 분야에서 나눔과 발전이 공존하는 따뜻한 사회가 되었으면 좋겠습니다.   이상 지식코멘터 윤현아였습니다."
BSI(business survey index),"BSI란 기업경기실사지수를 뜻하며, 기업활동의 실적이나 경기동향에 대한 기업가들의 판단, 게획의 변화를 관찰하여 지수화한 지표이다. 참고자료[아이뉴스24] 2분기 제조업체 BSI '89'... 11분기째 기준치 미달"
세로토닌(serotonin),"세로토닌이란, 아미노산인 트립토판에서 유도된 화학물질로서, 위장관과 혈소판, 중추신경계에 주로 존재하며 행복의 감정을 느끼게 해주는 분자다. 호르몬이 아니면서도 행복호르몬(happiness hormone)이라 불리기도 한다. 참고자료[스포츠조선] 봄을 맞아 행복호르몬 세로토닌을 높이자"
넷카시즘,"관련기사목록             [세계일보]전인권에 대한 현대판 마녀사냥 ‘넷카시즘’              [시사저널] “재미 삼아 사람 잡는다”                             안녕하세요. 여러분의 지식코멘터 조수연입니다.  인터넷에서 유행처럼 번지고 있는 지하철 ㅇㅇ녀, ㅇㅇ남과 같은 말을 자주 들어보셨을 것입니다. 일반인의 행동이 사진과 동영상으로 SNS에 게시되어 삽시간에 전 국민이 알게 되는 일이 빈번한데요, 트위터와 페이스북을 통해 네티즌들이 전보다 적극적으로 사회현상에 대해 비판할 수 있게 되었지만 사실이 확인되기 전에 성급하게 몰아붙인다는 비판을 피하지 못하고 있습니다. 소셜네트워크 서비스를 통하여 다수의 네티즌들이 특정 인물을  사회에 알려 마녀사냥 식으로 매장하는 행위를 가리켜 ‘넷카시즘’이라고 부릅니다.  ‘넷카시즘’은 인터넷과 메카시즘의 합성어인데요, 넷카시즘의 피해자로는 ‘된장 국물녀’와 ‘버스 무릎녀’등 사회적으로 엄청난 비난을 받은 후에 결백함이 드러나 오명을 벗은 사례가 있습니다. 사실이 왜곡되어 인터넷에 알려진 경우 외에도, 실제 행위보다 지나치게 과장되어 네티즌들의 표적이 된 인물이 심각한 심리적 피해를 입는 일도 빈번했지요.  네티즌들을 선동하여 넷카시즘을 주도하는 이들은 그러한 행동을 통해 정의를 실현한다고 믿으며 특정 인물이 사회적으로 매장당하는 모습을 보고 쾌감을 느끼기도 한다고 합니다. 또한 넷카시즘의 문제점은 SNS에 해당 사건을 게시한 목격자의 시각에서만 바라보기 때문에 객관성이 결여되어 있다는 것입니다. 네티즌들은 게시물의 내용이 진실인줄로만 믿고 감정적으로 사건을 대하게 되기 쉽지만, 실제 사건이 일어난 그 곳의 상황이 어땠을지는 모르는 것이니까요.  인터넷을 통해 민주주의가 조금 더 적극적으로 실현된다면 물론 좋은 일이겠지만, ‘다수의 횡포’가 되는 일만은 막아야 하겠지요. 또, 메카시즘의 피해자들은 다수의 네티즌에게 따가운 시선을 받으며 모든 신상정보를 하루아침에 세상에 털어놓게 되는 셈입니다. 일부 사이트에서는 넷카시즘의 피해를 줄이기 위해 이용자 정보검색의 가능 범위를 줄이는 등의 조치를 취하기도 했는데요, 법이 허용하는 범위에서 비판하고, 프라이버시의 중요성을 잊어서는 안 될 것입니다. 앞으로는 특정 일반인이 인터넷에서 화제가 되었을 때, 화가 나 악플을 마구 달기보다는, 한 번 더 생각해 보는 것은 어떨까요?"
포이즌 필,"포이즌 필(poison pill)은 적대적 M&A(기업인수·합병)가 발생하는 경우, 기존 주주들에게 시가보다 훨씬 싼 가격에 지분을 매입할 수 있도록 미리 권리를 부여하는 제도다. 적대적 M&A 시도자가 지분을 확보하는 일을 막음으로써 경영권을 방어하는 수단이다. 미국과 일본, 프랑스 등에서 시행하고 있고, 미국과 일본에서는 이사회 의결만으로 도입할 수 있도록 허용하고 있다.  이 제도는 경영자들이 외부 세력의 공격에 크게 신경을 쓰지 않고 기업경영에 집중할 수 있다는 점이 장점이다. 정상적 M&A까지 가로막음으로써 자본시장의 발전을 저해하고 경영의 비효율성을 높일 수 있다는 것이 단점이다. 경영권 강화로 인해 기업 소유주나 경영진, 대주주의 모럴해저드, 외국인 투자 위축과 주가하락을 불러올 수 있는 점도 단점으로 꼽힌다. '포이즌 필'이라는 명칭이 붙여진 이유다. 참고자료[한국경제]포이즌필은 적대적 M&A의 방어 수법"
게릴라 가드닝,"게릴라는 일정한 진지 없이 불규칙적으로 벌이는 유격전이라는 뜻이죠? ‘깜짝’ 또는 ‘예고 없이’ 라는 의미로도 통하고 있는데요. 그렇다면 게릴라 가드닝이란? 허가 받지 않은 공간이나 버려진 공간에 남몰래 식물을 심는 행위를 말합니다. 2004년 영국의 리처드 레이놀즈라는 청년에 의해 게릴라 가드닝이 시작되었는데요.쓸모 없는 땅을 발견한 그는 “저 곳이 내 꽃 밭이 될 수 있지 않을까?” 라는 생각을 하게 됩니다. 그 날 이후 남몰래 이 곳 저 곳에 꽃나무를 심으며 가드닝 작업을 시작했습니다. 점차 그의 가드닝이 유명해지자 더 많은 사람들이 함께했고요. 가드닝 활동은 더욱 활발해졌습니다.거리의 작은 틈새부터 도로 한가운데까지. 빈 공간이 보이면 식물을 심으며 아름다움을 선사하는 게릴라 가드닝. 게릴라 가드닝은 누군가를 추모하거나 시위를 하는 목적으로도 이용된다고 합니다.게릴라 가드너가 늘자 매해 5월 1일이 ‘게릴라 가드닝의 날’로 지정되기도 했는데요. 삭막한 도시에 여유를 주는 아름다운 혁명, 게릴가 가드닝. 여러분도 시도해 볼 수 있답니다.   

참고자료

[매일경제] 차가운 도시에
문화 폭탄 터뜨리는 `컬처 워리어들`"
NCS,"NCS 란 national competency standards 우리나라 말로 국가직무능력표준이라는 뜻을 가지고 있다. 국가직무능력표준은 산업현장에서 직무를 수행하기 위해 요구되는 지식, 기술, 소양 등의 내용을 국가가 산업 부문별 수준별로 체계화한 것으로, 산업현장의 직무를 성공적으로 수행하기 위해 필요한 능력을 국가적 차원에서 표준화한 것을 의미한다.  [참고자료][경북메일] 국가산업 모든 직무 표준화 하는 `NCS`"
코셔(Kosher),"코셔(Kosher)는 유대교의 전통 율법에 따라 식재료 선정, 조리까지 엄격한 기준과 절차를 거쳐 만들어진 음식이다. 일례로, 건강한 동물을 고통 없이 한 번에 죽인 뒤, 소금으로 문질러 피를 모두 제거한 고기만 먹을 수 있다. 최근 코셔는 미국과 유럽에서 '깨끗하고 안전한 음식'이라는 인식이 퍼져 각광받고 있다. 이스라엘 언론 타임스오브이스라엘에 따르면, 미국의 코셔 식품 시장이 125억 달러(약 14조원) 규모이며, 연간 12%씩 성장하고 있다고 한다. 특히 유대인 인구밀도가 높은 미국에서는 수퍼마켓의 식품 60% 이상이 코셔 인증을 받은 것으로 조사됐다. 참고자료[조선일보] 美 수퍼마켓 60% 점령한 '코셔(Kosher·유대교 율법 따른 음식) 인증'"
